node2,node4,node5,node3,node6
2120,2159,2320,1509,2236
2120,2051,2428,1509,2236
2073,2159,2367,1509,2236
2120,2112,2367,1509,2236
2073,2051,2475,1509,2236
2120,2004,2475,1509,2236
2228,2159,2142,1509,2353
2073,2159,2250,1509,2353
2120,2159,2203,1509,2353
2120,2112,2250,1509,2353
2181,2051,2142,1509,2461
2073,2159,2142,1509,2461
2073,2051,2250,1509,2461
2228,2051,2095,1509,2461
2228,2159,2034,1509,2461
2228,2004,2142,1509,2461
2120,2159,2095,1509,2461
2120,2112,2142,1509,2461
2120,2051,2203,1509,2461
2120,2004,2250,1509,2461
2228,2159,2095,1460,2402
2228,2051,2095,1568,2402
2169,2051,2095,1568,2461
2228,2051,2203,1568,2294
2169,2051,2203,1568,2353
2228,2159,2203,1352,2402
2228,2051,2203,1460,2402
2120,2159,2203,1460,2402
2120,2051,2203,1568,2402
2169,2159,2203,1352,2461
2061,2159,2203,1568,2353
2169,2051,2203,1460,2461
2228,2276,2428,1460,1952
2228,2384,2428,1352,1952
2169,2384,2428,1352,2011
2169,2276,2428,1460,2011
2228,2159,2428,1352,2177
2228,2051,2428,1460,2177
2169,2051,2428,1460,2236
2169,2159,2428,1352,2236
2120,2384,2428,1568,1844
2120,2384,2320,1568,1952
2061,2384,2428,1568,1903
2061,2384,2320,1568,2011
2120,2159,2428,1568,2069
2120,2159,2320,1568,2177
2169,2051,2428,1568,2128
2169,2051,2320,1568,2236
2228,2384,2428,1127,2177
2120,2384,2428,1235,2177
2169,2384,2428,1127,2236
2169,2276,2428,1235,2236
2228,2384,2428,1343,1961
2061,2384,2428,1343,2128
2120,2276,2428,1343,2177
2003,2276,2428,1343,2294
2003,2051,2428,1568,2294
2228,2051,2428,1235,2402
2003,2276,2428,1235,2402
2003,2051,2428,1460,2402
1778,2276,2428,1460,2402
2003,2051,2320,1568,2402
1895,2051,2428,1568,2402
1778,2276,2320,1568,2402
1670,2276,2428,1568,2402
2169,2051,2428,1343,2353
1944,2276,2428,1343,2353
1944,2051,2428,1568,2353
1719,2276,2428,1568,2353
2169,2051,2428,1235,2461
1944,2276,2428,1235,2461
2169,2051,2320,1343,2461
1944,2276,2320,1343,2461
1944,2051,2428,1460,2461
1719,2276,2428,1460,2461
1944,2051,2320,1568,2461
1836,2051,2428,1568,2461
1719,2276,2320,1568,2461
1944,2159,2428,1460,2353
2228,2159,2428,1343,2186
2003,2159,2428,1568,2186
1895,2159,2428,1568,2294
1944,2159,2428,1568,2245
1719,2384,2320,1568,2353
2228,2159,2428,1127,2402
2003,2384,2428,1127,2402
2169,2159,2428,1127,2461
1944,2384,2428,1127,2461
2003,2159,2428,1352,2402
1778,2384,2428,1352,2402
1944,2159,2428,1352,2461
1719,2384,2428,1352,2461
2003,2159,2320,1460,2402
1944,2159,2320,1460,2461
1719,2384,2320,1460,2461
1836,2384,2428,1235,2461
1895,2159,2428,1460,2402
1670,2384,2428,1460,2402
1836,2159,2428,1460,2461
2120,2159,2320,1343,2402
1895,2159,2320,1568,2402
1836,2159,2320,1568,2461
2228,2384,2475,1343,1914
2228,2337,2475,1343,1961
2181,2384,2475,1343,1961
2169,2384,2475,1343,2020
2120,2384,2475,1343,2069
2061,2337,2475,1343,2128
2061,2384,2475,1343,2081
2169,2384,2367,1343,2128
2014,2384,2475,1343,2128
1944,2384,2475,1235,2353
2228,2159,2475,1343,2139
2228,2112,2475,1343,2186
2181,2159,2475,1343,2186
2169,2159,2475,1343,2245
2120,2159,2475,1343,2294
2061,2159,2475,1343,2353
2169,2159,2367,1343,2353
2003,2384,2475,1343,2186
2003,2384,2367,1343,2294
1895,2384,2475,1343,2294
1944,2384,2475,1343,2245
1944,2384,2367,1343,2353
2120,2337,2475,1568,1844
2120,2384,2475,1568,1797
2228,2384,2475,1568,1736
2228,2384,2367,1568,1844
2073,2384,2475,1568,1844
2061,2337,2475,1568,1903
2169,2384,2475,1568,1795
2061,2384,2475,1568,1856
2169,2384,2475,1460,1903
2014,2384,2475,1568,1903
2169,2384,2367,1568,1903
2003,2384,2475,1568,1961
2003,2384,2475,1460,2069
2003,2384,2367,1568,2069
1944,2384,2475,1568,2020
1944,2384,2475,1460,2128
1944,2384,2367,1568,2128
1836,2384,2475,1568,2128
2003,2159,2475,1460,2294
1778,2384,2475,1460,2294
2003,2112,2475,1568,2186
1895,2112,2475,1568,2294
2003,2159,2475,1568,2139
1956,2159,2475,1568,2186
1778,2384,2475,1568,2186
1895,2159,2475,1568,2247
1848,2159,2475,1568,2294
1778,2384,2367,1568,2294
1670,2384,2475,1568,2294
2120,2112,2475,1568,2069
2228,2159,2475,1568,1961
2120,2159,2475,1568,2022
2228,2159,2367,1568,2069
2073,2159,2475,1568,2069
2228,2159,2250,1568,2186
2120,2159,2250,1568,2294
2228,2159,2142,1568,2294
1895,2384,2475,1568,2069
2169,2159,2475,1568,2020
1944,2159,2475,1568,2198
1944,2112,2475,1568,2245
1897,2159,2475,1568,2245
2169,2159,2250,1568,2245
1719,2384,2475,1568,2245
1944,2159,2475,1460,2306
2061,2159,2250,1568,2306
1719,2384,2367,1568,2306
2169,2159,2475,1460,2128
2169,2159,2367,1568,2128
2061,2159,2475,1568,2128
1944,2112,2475,1460,2353
2061,2112,2250,1568,2353
1719,2337,2367,1568,2353
2169,2159,2250,1460,2353
1897,2159,2475,1460,2353
2169,2159,2142,1568,2353
2014,2159,2250,1568,2353
1672,2384,2367,1568,2353
2120,2384,2142,1568,2177
2122,2384,2475,1127,2236
2181,2384,2475,1127,2177
2228,2337,2475,1127,2177
2228,2384,2475,1127,2130
2169,2384,2475,1127,2189
2169,2337,2475,1127,2236
2228,2384,2475,1352,1905
2228,2337,2475,1352,1952
2181,2384,2475,1352,1952
2169,2384,2475,1352,1964
2169,2337,2475,1352,2011
2122,2384,2475,1352,2011
1944,2384,2475,1352,2236
2073,2384,2475,1235,2177
2169,2384,2475,1235,2128
2061,2384,2475,1235,2236
2169,2384,2367,1235,2236
2120,2337,2475,1235,2177
2120,2384,2475,1235,2130
2228,2384,2475,1235,2069
2061,2384,2475,1460,2011
2120,2384,2475,1460,1952
1895,2384,2475,1460,2177
1836,2384,2475,1460,2236
1944,2384,2367,1460,2236
2169,2384,2367,1460,2011
2228,2384,2475,1460,1844
2228,2384,2367,1460,1952
2003,2384,2367,1460,2177
2169,2276,2475,1235,2189
2122,2276,2475,1235,2236
2169,2229,2475,1235,2236
2228,2276,2475,1235,2177
2228,2384,2367,1235,2177
2169,2276,2475,1460,1964
2228,2276,2475,1460,1905
1944,2276,2475,1460,2236
2122,2276,2475,1460,2011
2169,2229,2475,1460,2011
2228,2229,2475,1460,1952
2003,2276,2475,1460,2177
2181,2276,2475,1460,1952
2228,2276,2475,1343,2069
2228,2384,2367,1343,2069
2169,2276,2475,1343,2128
2120,2276,2475,1343,2130
2228,2276,2367,1343,2130
2228,2384,2259,1343,2130
2061,2276,2475,1343,2236
2073,2276,2475,1343,2177
2120,2229,2475,1343,2177
2228,2229,2367,1343,2177
2169,2276,2367,1343,2236
2181,2276,2367,1343,2177
2228,2337,2259,1343,2177
2120,2384,2367,1343,2177
2181,2384,2259,1343,2177
2061,2384,2367,1343,2236
2169,2384,2259,1343,2236
2169,2276,2475,1568,1903
2061,2276,2475,1568,2011
1789,2384,2367,1568,2236
1836,2384,2367,1568,2189
1836,2337,2367,1568,2236
2014,2384,2367,1568,2011
2061,2337,2367,1568,2011
2061,2384,2367,1568,1964
1897,2276,2367,1568,2236
1944,2229,2367,1568,2236
1944,2276,2367,1568,2189
1944,2384,2259,1568,2236
2169,2276,2367,1568,2011
2169,2384,2259,1568,2011
2003,2276,2475,1568,2069
2003,2276,2367,1568,2177
1895,2384,2367,1568,2177
2003,2384,2259,1568,2177
2120,2276,2475,1568,1952
2073,2384,2367,1568,1952
2120,2337,2367,1568,1952
2120,2384,2367,1568,1905
2228,2276,2475,1568,1844
2228,2276,2367,1568,1952
2228,2384,2259,1568,1952
1897,2276,2475,1235,2461
1944,2229,2475,1235,2461
1944,2276,2475,1235,2414
2122,2051,2475,1235,2461
2169,2051,2475,1235,2414
2169,2004,2475,1235,2461
1956,2276,2475,1235,2402
2181,2051,2475,1235,2402
2003,2276,2475,1235,2355
2003,2229,2475,1235,2402
2228,2004,2475,1235,2402
2228,2051,2475,1235,2355
1672,2276,2475,1460,2461
1897,2051,2475,1460,2461
1719,2229,2475,1460,2461
1719,2276,2475,1460,2414
1944,2004,2475,1460,2461
1944,2051,2475,1460,2414
1731,2276,2475,1460,2402
1956,2051,2475,1460,2402
1778,2229,2475,1460,2402
1778,2276,2475,1460,2355
2003,2004,2475,1460,2402
2003,2051,2475,1460,2355
2122,2051,2475,1460,2236
2122,2051,2250,1460,2461
2181,2051,2475,1460,2177
2181,2051,2250,1460,2402
2169,2051,2475,1460,2189
2169,2051,2250,1460,2414
2228,2051,2475,1460,2130
2228,2051,2250,1460,2355
2228,2004,2475,1460,2177
2169,2004,2475,1460,2236
2228,2004,2250,1460,2402
2169,2004,2250,1460,2461
2003,2384,2475,1127,2355
1778,2384,2475,1352,2355
1944,2384,2475,1127,2414
1719,2384,2475,1352,2414
1719,2384,2367,1460,2414
2228,2159,2475,1352,2130
2169,2159,2475,1352,2189
2228,2159,2475,1127,2355
2169,2159,2475,1127,2414
2003,2159,2475,1352,2355
2228,2159,2250,1352,2355
2003,2159,2367,1460,2355
2228,2159,2142,1460,2355
1944,2159,2475,1352,2414
2169,2159,2250,1352,2414
1944,2159,2367,1460,2414
2169,2159,2142,1460,2414
2181,2159,2475,1352,2177
2003,2384,2475,1352,2177
2228,2112,2475,1352,2177
2122,2159,2475,1352,2236
2169,2112,2475,1352,2236
1956,2384,2475,1127,2402
2181,2159,2475,1127,2402
2003,2337,2475,1127,2402
2228,2112,2475,1127,2402
1731,2384,2475,1352,2402
1956,2159,2475,1352,2402
2181,2159,2250,1352,2402
1778,2337,2475,1352,2402
2003,2112,2475,1352,2402
2228,2112,2250,1352,2402
1897,2384,2475,1127,2461
1944,2337,2475,1127,2461
2122,2159,2475,1127,2461
2169,2112,2475,1127,2461
1672,2384,2475,1352,2461
1897,2159,2475,1352,2461
2122,2159,2250,1352,2461
1719,2337,2475,1352,2461
1944,2112,2475,1352,2461
2169,2112,2250,1352,2461
1956,2159,2367,1460,2402
2003,2112,2367,1460,2402
2181,2159,2142,1460,2402
2228,2112,2142,1460,2402
1672,2384,2367,1460,2461
1897,2159,2367,1460,2461
1719,2337,2367,1460,2461
1944,2112,2367,1460,2461
2122,2159,2142,1460,2461
2169,2112,2142,1460,2461
2228,2159,2475,1460,2069
2120,2159,2475,1460,2177
2228,2159,2367,1460,2177
2061,2159,2475,1460,2236
2169,2159,2367,1460,2236
2228,2159,2475,1235,2294
2228,2159,2250,1460,2294
2169,2159,2475,1235,2353
2003,2384,2475,1235,2294
1719,2384,2475,1460,2353
1895,2384,2475,1235,2402
2003,2384,2367,1235,2402
1836,2337,2475,1235,2461
1789,2384,2475,1235,2461
1836,2384,2475,1235,2414
1944,2384,2367,1235,2461
2169,2159,2367,1235,2461
2120,2159,2475,1235,2402
2228,2159,2367,1235,2402
1670,2384,2475,1460,2355
1836,2159,2475,1460,2414
1895,2159,2475,1460,2355
2120,2159,2250,1460,2355
1623,2384,2475,1460,2402
1670,2337,2475,1460,2402
1778,2384,2367,1460,2402
1789,2159,2475,1460,2461
1836,2112,2475,1460,2461
1848,2159,2475,1460,2402
1895,2112,2475,1460,2402
2073,2159,2250,1460,2402
2120,2112,2250,1460,2402
1789,2051,2475,1568,2461
1789,2159,2367,1568,2461
2014,2159,2367,1568,2236
2014,2159,2367,1343,2461
1836,2276,2475,1343,2461
1836,2384,2367,1343,2461
1611,2276,2475,1568,2461
1611,2384,2367,1568,2461
1836,2276,2475,1568,2236
1836,2384,2142,1568,2461
1836,2051,2475,1568,2414
1836,2004,2475,1568,2461
1836,2159,2367,1568,2414
1836,2112,2367,1568,2461
2061,2159,2367,1568,2189
2061,2159,2367,1343,2414
2061,2112,2367,1568,2236
2061,2112,2367,1343,2461
2061,2051,2250,1568,2461
2061,2159,2142,1568,2461
1672,2276,2475,1568,2353
1672,2276,2367,1568,2461
1897,2051,2475,1568,2353
1897,2051,2367,1568,2461
1897,2276,2475,1343,2353
1897,2276,2367,1343,2461
2122,2051,2475,1568,2128
2122,2051,2367,1568,2236
2122,2051,2250,1568,2353
2122,2051,2475,1343,2353
2122,2051,2367,1343,2461
2122,2051,2142,1568,2461
1897,2159,2259,1568,2461
2122,2159,2259,1568,2236
2122,2159,2259,1343,2461
1719,2276,2475,1568,2306
1719,2229,2475,1568,2353
1944,2276,2475,1568,2128
1944,2276,2475,1343,2306
1944,2229,2475,1343,2353
1719,2276,2367,1568,2414
1719,2384,2259,1568,2461
1719,2229,2367,1568,2461
1944,2384,2259,1343,2461
1944,2384,2034,1568,2461
1944,2276,2367,1343,2414
1944,2229,2367,1343,2461
1944,2159,2259,1568,2414
1944,2051,2367,1568,2414
1944,2112,2259,1568,2461
1944,2004,2367,1568,2461
1944,2159,2367,1568,2353
1944,2051,2475,1568,2306
1944,2004,2475,1568,2353
2169,2159,2259,1568,2189
2169,2051,2475,1568,2081
2169,2051,2367,1568,2189
2169,2051,2475,1343,2306
2169,2159,2259,1343,2414
2169,2051,2367,1343,2414
2169,2051,2142,1568,2414
2169,2051,2250,1568,2306
2169,2112,2259,1568,2236
2169,2159,2034,1568,2461
2169,2112,2259,1343,2461
2169,2004,2367,1568,2236
2169,2004,2142,1568,2461
2169,2004,2367,1343,2461
2169,2004,2475,1568,2128
2169,2004,2475,1343,2353
2169,2004,2250,1568,2353
2073,2159,2367,1568,2177
2181,2159,2259,1568,2177
1848,2384,2367,1343,2402
1848,2159,2367,1568,2402
2073,2159,2367,1343,2402
1623,2276,2475,1568,2402
1848,2051,2475,1568,2402
2073,2051,2250,1568,2402
2181,2051,2142,1568,2402
2181,2051,2250,1568,2294
2181,2159,2259,1343,2402
1731,2276,2367,1568,2402
1956,2276,2367,1343,2402
1956,2276,2475,1343,2294
1956,2051,2367,1568,2402
1956,2051,2475,1568,2294
1670,2384,2367,1568,2402
1670,2229,2475,1568,2402
1670,2276,2475,1568,2355
1895,2112,2367,1568,2402
1895,2159,2367,1568,2355
1895,2004,2475,1568,2402
1895,2051,2475,1568,2355
1895,2384,2367,1343,2355
1895,2337,2367,1343,2402
1895,2276,2475,1568,2177
1895,2276,2475,1343,2402
2120,2159,2142,1568,2402
2120,2051,2250,1568,2355
2120,2004,2250,1568,2402
2120,2159,2367,1568,2130
2120,2112,2367,1568,2177
2120,2112,2367,1343,2402
2120,2159,2367,1343,2355
2120,2051,2475,1343,2402
2120,2051,2475,1568,2177
1778,2384,2259,1568,2402
1778,2229,2367,1568,2402
1778,2276,2367,1568,2355
1778,2276,2475,1568,2294
2003,2159,2259,1568,2402
2003,2051,2367,1568,2355
2003,2004,2367,1568,2402
2003,2159,2367,1568,2294
2003,2051,2475,1568,2247
2003,2004,2475,1568,2294
2003,2384,2259,1343,2402
2003,2229,2367,1343,2402
2003,2276,2367,1343,2355
2003,2276,2475,1343,2247
2003,2229,2475,1343,2294
2228,2159,2034,1568,2402
2228,2159,2259,1568,2130
2228,2112,2259,1568,2177
2228,2159,2259,1343,2355
2228,2112,2259,1343,2402
2228,2051,2142,1568,2355
2228,2004,2142,1568,2402
2228,2051,2367,1568,2177
2228,2051,2367,1343,2402
2228,2051,2250,1568,2247
2228,2004,2250,1568,2294
2228,2159,2367,1343,2294
2228,2051,2475,1568,2069
2228,2051,2475,1343,2294
1611,2384,2536,1352,2461
1611,2276,2536,1460,2461
1611,2168,2536,1568,2461
1611,2276,2536,1568,2353
1611,2384,2536,1568,2245
1836,2168,2536,1343,2461
1836,2276,2536,1343,2353
1836,2384,2536,1127,2461
1836,2384,2536,1568,2020
1836,2159,2536,1352,2461
1836,2051,2536,1460,2461
1836,2159,2536,1460,2353
1836,1943,2536,1568,2461
2061,1943,2536,1343,2461
2061,2168,2536,1343,2236
2061,1943,2311,1568,2461
2061,1943,2536,1568,2236
2061,2168,2536,1568,2011
2061,2051,2311,1460,2461
2061,2276,2536,1235,2236
2061,2276,2536,1460,2011
2061,2276,2536,1343,2128
2061,2276,2536,1568,1903
2061,2159,2536,1127,2461
2061,2384,2536,1127,2236
2061,2384,2536,1235,2128
2061,2384,2536,1343,2020
2061,2159,2311,1352,2461
2061,2159,2536,1352,2236
2061,2159,2536,1568,2020
2061,2384,2536,1352,2011
2061,2384,2536,1460,1903
2061,2384,2536,1568,1795
1836,2159,2475,1568,2353
1611,2384,2475,1460,2461
1611,2384,2475,1568,2353
1836,1896,2583,1568,2461
1789,1943,2583,1568,2461
1836,1943,2583,1568,2414
1611,2121,2583,1568,2461
1564,2168,2583,1568,2461
1611,2168,2583,1568,2414
1836,2004,2583,1460,2461
1611,2229,2583,1460,2461
1611,2229,2583,1568,2353
1564,2276,2583,1460,2461
1789,2051,2583,1460,2461
1564,2276,2583,1568,2353
1836,2051,2583,1460,2414
1611,2276,2583,1460,2414
1611,2276,2583,1568,2306
1836,2276,2583,1568,2128
1611,2337,2583,1352,2461
1611,2337,2583,1568,2245
1836,2112,2583,1352,2461
1836,2112,2583,1460,2353
1836,2337,2583,1568,2020
1564,2384,2583,1352,2461
1564,2384,2583,1568,2245
1789,2159,2583,1352,2461
1789,2159,2583,1460,2353
1789,2384,2583,1568,2020
1611,2384,2583,1352,2414
1611,2384,2583,1460,2353
1611,2384,2583,1568,2198
1836,2051,2583,1568,2353
1836,2159,2583,1352,2414
1836,2159,2583,1460,2306
1836,2159,2583,1568,2245
1836,2384,2583,1352,2236
1836,2384,2583,1568,1973
1789,2384,2583,1127,2461
1836,2337,2583,1127,2461
1836,2384,2583,1127,2414
1836,2384,2358,1352,2461
1836,2384,2583,1235,2353
1836,2276,2583,1460,2236
1836,2384,2583,1460,2128
1836,2276,2583,1235,2461
1789,2168,2583,1343,2461
1789,2276,2583,1343,2353
1836,2121,2583,1343,2461
1836,2229,2583,1343,2353
1836,2168,2583,1343,2414
1836,2276,2583,1343,2306
1836,2384,2475,1343,2353
1836,2384,2583,1343,2245
1836,2168,2583,1568,2236
1836,2384,2358,1568,2245
2061,2004,2358,1460,2461
2014,2051,2358,1460,2461
2061,2051,2358,1460,2414
2014,1943,2358,1568,2461
2061,1896,2358,1568,2461
2061,1943,2358,1568,2414
2014,2159,2358,1352,2461
2061,2112,2358,1352,2461
2061,2159,2358,1352,2414
2061,2159,2250,1460,2461
2061,2159,2358,1460,2353
2061,2051,2358,1568,2353
2061,2159,2358,1568,2245
2061,2051,2475,1343,2461
2061,2051,2475,1568,2236
2014,1943,2583,1343,2461
2014,1943,2583,1568,2236
2061,1896,2583,1343,2461
2061,1943,2583,1343,2414
2061,1896,2583,1568,2236
2061,1943,2583,1568,2189
2061,2159,2475,1235,2461
2061,2051,2583,1235,2461
2061,2051,2583,1460,2236
2014,2159,2583,1127,2461
2061,2112,2583,1127,2461
2061,2159,2583,1127,2414
2061,2112,2583,1352,2236
2014,2159,2583,1352,2236
2061,2159,2583,1352,2189
2061,2159,2583,1460,2128
2061,2051,2583,1343,2353
2061,2051,2583,1568,2128
2061,2159,2583,1235,2353
2014,2159,2583,1568,2020
2061,2159,2583,1343,2245
2061,2112,2583,1568,2020
2061,2159,2583,1568,1973
2061,2337,2583,1127,2236
2061,2337,2583,1352,2011
2061,2229,2583,1235,2236
2061,2229,2583,1460,2011
2061,2337,2583,1235,2128
2061,2337,2583,1460,1903
2014,2276,2583,1235,2236
2014,2384,2583,1127,2236
2014,2384,2583,1235,2128
2014,2384,2583,1352,2011
